Date,MNO.L,WSBN.L,CGNR.L,THR.L,SJH.L,EVE.L,VAL.L,ALBA.L
2020-06-19,3.049999952316284,1.2999999523162842,10.0,0.3400000035762787,15.0,1.149999976158142,6.974999904632568,0.08500000089406967
2020-06-22,3.25,1.2999999523162842,10.0,0.33500000834465027,15.0,1.4199999570846558,8.25,0.08500000089406967
2020-06-23,3.25,1.2999999523162842,10.5,0.33500000834465027,15.0,1.4500000476837158,8.5,0.10999999940395355
2020-06-24,3.5999999046325684,1.2999999523162842,10.5,0.32499998807907104,15.0,1.375,7.75,0.11500000208616257
2020-06-25,3.75,1.2999999523162842,10.5,0.3149999976158142,15.0,1.350000023841858,7.75,0.11299999803304672
2020-06-26,3.75,1.2999999523162842,10.5,0.3149999976158142,15.0,1.2999999523162842,7.75,0.10300000011920929
2020-06-29,4.349999904632568,1.2999999523162842,10.75,0.3050000071525574,15.0,1.350000023841858,7.25,0.09300000220537186
2020-06-30,3.8499999046325684,1.3250000476837158,10.75,0.3050000071525574,67.5,1.350000023841858,7.5,0.07999999821186066
2020-07-01,3.8499999046325684,1.2999999523162842,11.0,0.3050000071525574,35.0,1.350000023841858,7.75,0.07500000298023224
2020-07-02,3.6500000953674316,1.4500000476837158,11.25,0.3050000071525574,35.0,1.350000023841858,8.0,0.07500000298023224
2020-07-03,3.3499999046325684,1.399999976158142,11.5,0.3050000071525574,27.5,1.25,8.0,0.07500000298023224
2020-07-06,5.599999904632568,1.3250000476837158,11.75,0.3400000035762787,25.0,1.274999976158142,8.0,0.07500000298023224
2020-07-07,5.349999904632568,1.3250000476837158,11.75,0.3499999940395355,25.0,1.274999976158142,8.0,0.07500000298023224
2020-07-08,5.0,1.3250000476837158,11.75,0.3449999988079071,27.5,1.274999976158142,7.75,0.07999999821186066
2020-07-09,6.0,1.3250000476837158,11.75,0.3449999988079071,27.5,1.25,7.25,0.08299999684095383
2020-07-10,6.800000190734863,1.3250000476837158,11.75,0.3700000047683716,27.5,1.25,7.25,0.08299999684095383
